;esco code;esco name;kzis code;kzis name
1295;4225.1;pracownik działu obsługi klienta;422501;Informator ruchu pasażerskiego
1296;4226.1;nocny recepcjonista;422601;Pracownik biura przepustek
1297;4227.1;ankieter w dziale analiz i badań rynkowych;422702;Teleankieter
1298;3313.2;kontysta / kontystka;431103;Technik rachunkowości
1299;4312.5;pracownik ds. inwestycji;431203;Pracownik w biurze maklerskim
1300;4321.1;magazynier;432102;Inwentaryzator
1301;4321.1;magazynier;432105;Pracownik sortowania przesyłek i towarów
1302;4323.4;dyspozytor transportu samochodowego;432305;Konstruktor rozkładów jazdy
1303;4323.6;ekspedytor;432304;Odprawiacz pociągów
1304;4412.1;ekspedient pocztowy;441202;Kurier
1305;2514.3;programista przemysłowych aplikacji mobilnych;441301;Kodowacz (koder)
1306;4415.1;archiwista zakładowy;441401;Archiwista dokumentów elektronicznych
1307;3433.2;archiwista danych big data;441402;Archiwista zakładowy
1308;3339.6;specjalista ds. prawa do publikacji w formie drukowanej;441901;Asystent do spraw wydawniczych
1309;3111.2;technik ochrony środowiska;311103;Technik analityk
1310;3111.4;technik geolog;311105;Technik geofizyk
1311;3112.1.1;inspektor budowy mostów;311212;Inspektor budowy dróg
1312;3118.3.2;kreślarz w pracowni architektonicznej;311203;Technik architekt
1313;3112.1;technik inżynierii lądowej;311204;Technik budownictwa
1314;3112.1.13;technik inżynierii wodnej;311205;Technik budownictwa wodnego
1315;3112.1;technik inżynierii lądowej;311207;Technik dróg i mostów kolejowych
1316;3112.1.13;technik inżynierii wodnej;311208;Technik inżynierii środowiska i melioracji
1317;3112.1.4;menedżer jakości obiektów budowlanych;311210;Technik renowacji elementów architektury
1318;3112.1.12;konserwator urządzeń kanalizacyjnych;311209;Technik urządzeń sanitarnych
1319;3112.1.4;menedżer jakości obiektów budowlanych;311202;Laborant budowlany
1320;3112.1;technik inżynierii lądowej;311201;Kosztorysant budowlany
1321;3112.1;technik inżynierii lądowej;311215;Mostowniczy
1322;3113.1;technik elektryk;311302;Technik elektroenergetyk transportu szynowego
1323;3123.1.18;brygadzista monter linii elektroenergetycznych;311304;Technik elektryk kolejowych sieci elektroenergetycznych
1324;3113.1.2;technik elektromechanik;311306;Technik elektryk urządzeń zabezpieczenia i sterowania ruchem kolejowym
1325;3113.1;technik elektryk;311307;Technik energetyk
1326;3114.1.9;technik technologii sensorów;311403;Instalator systemów alarmowych przeciwkradzieżowych
1327;7422.7;technik systemów telekomunikacyjnych;311404;Instalator systemów telewizji przemysłowej
1328;3114.1.4;technik aparatury kontrolno-pomiarowej i automatyki;311407;Technik automatyk sterowania ruchem kolejowym
1329;3114.1.5;technik aparatury medycznej;311411;Technik elektroniki i informatyki medycznej
1330;3114.1.5;technik aparatury medycznej;311409;Technik elektroniki medycznej
1331;3114.1.6;technik mikroelektronik;311412;Technik szerokopasmowej komunikacji elektronicznej
1332;9312.1.2;monter torów kolejowych;311401;Diagnosta kolejowy
1333;3114.1.9;technik technologii sensorów;311406;Projektant systemów alarmowych
1334;8341.2;operator maszyn rolniczych;311515;Technik mechanizacji rolnictwa i agrotroniki
1335;8341.2;operator maszyn rolniczych;311512;Technik mechanizacji rolnictwa
1336;3115.1.11;specjalista ds. kontroli jakości silników pojazdów mechanicznych;311501;Diagnosta uprawniony do wykonywania badań technicznych pojazdów
1337;3116.1.2;technik ds. kontroli jakości w przemyśle chemicznym;311602;Technik przetwórstwa tworzyw sztucznych
1338;3213.2;technik farmaceutyczny;311604;Technik technologii środków farmaceutycznych
1339;5142.1;kosmetyczka;311605;Technik technologii środków kosmetycznych
1340;8111.3;górnik pracujący na powierzchni;311701;Technik górnictwa odkrywkowego
1341;3121.1;osoba dozoru ruchu w górnictwie;311702;Technik górnictwa otworowego
1342;3121.1;osoba dozoru ruchu w górnictwie;311703;Technik górnictwa podziemnego
1343;7211.1.1;odlewnik wyrobów metalowych;311704;Technik hutnik
1344;7233.11;mechanik maszyn i urządzeń odlewniczych;311705;Technik odlewnik
1345;3117.2;geotechnik;311706;Technik przeróbki kopalin stałych
1346;3117.2;geotechnik;311707;Technik wiertnik
1347;7543.7.7;inspektor budownictwa okrętowego;311910;Technik budownictwa okrętowego
1348;7312.2;korektor instrumentów muzycznych;311934;Technik budowy fortepianów i pianin
1349;2166.8;projektant mediów cyfrowych;311911;Technik cyfrowych procesów graficznych
1350;7535.1;sortowacz skór;311912;Technik garbarz
1351;8183.3;napełniacz butli gazowych;311913;Technik gazownictwa
1352;8343.3;operator dźwigu jezdnego;311939;Technik konserwator urządzeń dźwigowych
1353;1349.8;dowódca zastępu straży pożarnej;311919;Technik pożarnictwa
1354;5414.1;pracownik ochrony osób i mienia;311920;Technik systemów zabezpieczeń technicznych osób i mienia
1355;3111.7;technik ds. testowania materiałów;311923;Technik technologii materiałów budowlanych
1356;3139.1.1;kontroler procesów w przemyśle odzieżowym;311924;Technik technologii odzieży
1357;8181.4;operator pieca do produkcji szkła ciągnionego;311925;Technik technologii szkła
1358;8343.3;operator dźwigu jezdnego;311940;Technik urządzeń dźwigowych
1359;8219.6;monter urządzeń medycznych;311907;Serwisant urządzeń medycznych
1360;7312.3.3;monter fortepianów i pianin;311933;Stroiciel fortepianów i pianin
1361;7543.5;specjalista kontroli z użyciem badań nieniszczących;311902;Kontroler jakości połączeń spawanych
1362;8322.1;kierowca bankowozu;311906;Pracownik obsługi bankomatów
1363;8182.1;maszynista kotła;313109;Maszynista urządzeń pomocniczych elektrowni
1364;3132.2;operator urządzeń do utylizacji odpadów płynnych;313205;Operator (maszynista) stacji pomp
1365;7513.1;robotnik w produkcji wyrobów mleczarskich;313202;Maszynista chłodni
1366;7231.7;mechanik oponiarz;313203;Maszynista sprężarek
1367;7127.1;specjalista obsługi systemów grzewczych, wentylacyjnych, klimatyzacji i chłodzenia;313204;Maszynista wentylatorów w kopalni
1368;7133.5;specjalista ds. usuwania i unieszkodliwiania materiałów niebezpiecznych;313210;Pracownik oczyszczania terenu z materiałów wybuchowych i niebezpiecznych
1369;3134.4;operator systemu pompowania ropy naftowej;313401;Kontroler (sterowniczy) procesów przeróbki ropy naftowej i gazu
1370;7543.9.3;kontroler jakości wyrobów metalowych;313501;Kontroler (sterowniczy) urządzeń do ciągnienia i tłoczenia metali
1371;7233.11;mechanik maszyn i urządzeń odlewniczych;313504;Kontroler (sterowniczy) urządzeń odlewniczych
1372;7223.24;operator walcarki do gwintów;313505;Kontroler (sterowniczy) urządzeń walcowniczych
1373;7317.1;papiernik;313902;Kontroler (sterowniczy) urządzeń do produkcji papieru
1374;3139.1;operator zautomatyzowanej linii produkcyjnej;313903;Operator robotów i manipulatorów przemysłowych
1375;9213.1;pracownik produkcji roślinnej;314103;Laborant w hodowli roślin
1376;6113.7;chirurg pielęgniarz drzew;314202;Technik architektury krajobrazu
1377;3141.2.5;technik zoolog;314204;Technik hodowca zwierząt
1378;6113.2;kierownik produkcji w przedsiębiorstwie ogrodniczym;314205;Technik ogrodnik
1379;3142.1;technik rolnik;314201;Laborant nasiennictwa
1380;3257.3;kontroler bezpieczeństwa żywności;314401;Kontroler jakości produktów spożywczych
1381;8350.5;marynarz żeglugi śródlądowej;315210;Obserwator radarowy żeglugi śródlądowej
1382;3153.2.1;pierwszy oficer - lotnictwo;315302;Nawigator lotniczy
1383;3153.2.4;pilot śmigłowcowy;315319;Pilot pionowzlotu
1384;3154.1;kontroler ruchu lotniczego;315405;Informator lotniskowej służby informacji powietrznej
1385;3122.2;planista produkcji żywności;322002;Technik żywienia i gospodarstwa domowego
1386;5142.12;konsultant ds. odchudzania i odżywania / konsultantka ds. odchudzania i odżywiania;322001;Dietetyk
1387;5142.7;masażysta/masażystka;323003;Biomasażysta
1388;2269.9;terapeuta rekreacyjny;325201;Terapeuta środowiskowy
1389;3112.1.6;inspektor ochrony przeciwpożarowej;325513;Inspektor obrony cywilnej
1390;2263.3;specjalista bezpieczeństwa i higieny pracy;325505;Instruktor higieny
1391;3257.5;inspektor bezpieczeństwa i higieny pracy;325509;Technik bezpieczeństwa i higieny pracy
1392;3257.4.2;inspektor edukator ds. odpadów niebezpiecznych;325501;Edukator ekologiczny
1393;2133.4;inspektor ochrony środowiska;325507;Strażnik ochrony przyrody / środowiska
1394;5164.4;inspektor weterynaryjny ds. zdrowia zwierząt;325512;Weterynaryjny kontroler sanitarny
1395;5164.4;inspektor weterynaryjny ds. zdrowia zwierząt;325506;Kontroler higieny mięsa
1396;2269.5;asystent terapii zajęciowej/asystentka terapii zajęciowej;325907;Terapeuta zajęciowy
1397;5321.1.1;asystent pielęgniarski / asystentka pielęgniarska;325902;Higienistka szkolna
1398;3253.1.1;instruktor / instruktorka pierwszej pomocy;325901;Felczer
1399;3311.3.5;trader giełdowy;331101;Dealer aktywów finansowych
1400;3311.2.2;pośrednik kredytowy;331104;Pracownik do spraw produktów finansowych
1401;3312.4;analityk ryzyka kredytowego;331201;Pracownik do spraw kredytów
1402;2433.6.1;przedstawiciel techniczno-handlowy ds. sprzedaży maszyn rolniczych;331402;Technik agrobiznesu
1403;3314.1;asystent aktuarialny;331404;Asystent przetwarzania danych
1404;3315.2;gemmolog;331506;Taksator
1405;3321.2;specjalista ds. oceny ryzyka ubezpieczeniowego;331508;Taksator ryzyka działalności firm
1406;7515.2;kontroler jakości mleka w gospodarstwie rolnym;331504;Rzeczoznawca jakości handlowej artykułów rolno-spożywczych
1407;3321.1;broker ubezpieczeniowy;332103;Broker reasekuracyjny
1408;4225.1;pracownik działu obsługi klienta;332202;Pracownik centrum elektronicznej obsługi klienta
1409;3331.2;spedytor;333106;Technik eksploatacji portów i terminali
1410;3331.3;koordynator spedycji międzynarodowej;333108;Technik spedytor
1411;9333.7;brygadzista portowej ekipy przeładunkowej;333103;Eksploatator portu
1412;4323.5;doradca do spraw bezpieczeństwa przewozu towarów niebezpiecznych w zakresie transportu drogowego;333109;Doradca do spraw bezpieczeństwa przewozu koleją towarów niebezpiecznych (Doradca RID)
1413;3332.2.2;organizator imprez ślubnych;333201;Organizator imprez rozrywkowych (organizator eventów)
1414;1349.22;administrator ds. sportu;333203;Organizator imprez sportowych
1415;2423.2;konsultant ds. pracy i szkolenia zawodowego;333302;Pracownik agencji pracy tymczasowej
1416;3334.3;pośrednik w obrocie nieruchomościami;333401;Agent do spraw pozyskiwania gruntów
1417;4227.1;ankieter w dziale analiz i badań rynkowych;333905;Tajemniczy klient (mystery shopper)
1418;4120.1;sekretarka;334201;Sekretarka w kancelarii prawnej
1419;2422.9;asystent posła;334301;Akredytowany asystent parlamentarny
1420;3353.2;urzędnik ds. ubezpieczeń społecznych;334401;Pracownik do spraw ubezpieczeń medycznych
1421;3351.1;funkcjonariusz celny;335102;Funkcjonariusz straży granicznej
1422;3352.2;kontroler rozliczeń podatkowych;335202;Rewident kontroli skarbowej
1423;2422.4;planista w administracji publicznej;335403;Urzędnik do spraw udzielania pozwoleń na budowę
1424;3343.1;technik administracji;335404;Urzędnik do spraw udzielania pozwoleń na prowadzenie działalności gospodarczej
1425;3355.1;policjant służby kryminalnej;335505;Policjant służby wspomagającej
1426;2359.10;kurator penitencjarny;335602;Funkcjonariusz służby penitencjarnej
1427;3359.5;inspektor ds. przewozu towarów;335909;Inspektor Inspekcji Transportu Drogowego
1428;4120.1;sekretarka;341102;Sekretarka notarialna
1429;3412.4.11;opiekun dorosłych w placówce całodobowej;341202;Opiekun osoby starszej
1430;3412.4.5;asystent rodziny;341204;Opiekunka środowiskowa
1431;3412.4;pracownik opieki społecznej;341205;Pracownik socjalny
1432;5153.1.3;kościelny;341301;Pracownik parafialny
1433;5164.2.1.2;trener koni/trenerka koni;342101;Dżokej
1434;3421.1;sportowiec zawodowy;342102;Zawodnik dyscypliny sportu
1435;3423.1.2.3;wyspecjalizowany instruktor rekreacji ruchowej;342202;Instruktor sportu osób niepełnosprawnych
1436;1349.22;administrator ds. sportu;342203;Menedżer dyscypliny sportu
1437;1349.22;administrator ds. sportu;342204;Menedżer imprez sportowych
1438;1349.22;administrator ds. sportu;342205;Menedżer sportu
1439;3423.2;instruktor fitness;342302;Instruktor gimnastyki korekcyjnej
1440;5142.7;masażysta/masażystka;342304;Instruktor odnowy biologicznej
1441;3423.1.2;instruktor rekreacji ruchowej;342306;Instruktor rytmiki
1442;3423.2;instruktor fitness;342307;Instruktor sportów siłowych
1443;3422.5;instruktor sportu;342309;Instruktor sztuki walki
1444;2659.4;animator turystyki;342311;Animator rekreacji i organizacji czasu wolnego
1445;2642.1.14;fotoedytor;343103;Fotosista
1446;8132.2;technik fotograf;343104;Fototechnik
1447;7113.1;kamieniarz;343205;Technik sztukatorstwa i kamieniarstwa artystycznego
1448;3432.1;projektant wnętrz;343201;Dekorator sklepów
1449;2651.10;artysta rzeźbiarz;343206;Rzeźbiarz w owocach i warzywach
1450;3432.4.1;malarz scenografii;343204;Plastyk
1451;2621.6;inwentaryzator zbiorów;343302;Pracownik galerii / muzeum
1452;5152.2;organizator usług domowych / organizatorka usług domowych;343401;Organizator usług kateringowych
1453;2131.1;behawiorysta zwierząt;343506;Treser zwierząt cyrkowych
1454;2659.2.5;artysta uliczny / artystka uliczna;343505;Komik
1455;2652.2;reżyser muzyczny;343602;Muzyk
1456;2653.1.2;korepetytor tańca;343701;Tancerz
1457;3435.2;asystent reżysera filmowego;343914;Sekretarz planu filmowego
1458;3435.2;asystent reżysera filmowego;343902;Asystent kierownika produkcji filmowej / telewizyjnej
1459;3435.23.2;oświetleniowiec;343909;Oświetlacz filmowy
1460;3339.8;menedżer artystyczny;343908;Menedżer klubu muzycznego
1461;3513.2;konserwator sieci informacyjno-telekomunikacyjnej;351102;Operator komputerowych urządzeń peryferyjnych
1462;7422.2;serwisant sprzętu komputerowego;351201;Konserwator sieci i systemów komputerowych
1463;3512.3;technik ds. bezpieczeństwa systemów informacyjno-telekomunikacyjnych;351202;Operator zintegrowanych systemów zarządzania zasobami firmy
1464;3513.2;konserwator sieci informacyjno-telekomunikacyjnej;351301;Operator sieci komputerowych
1465;3513.2;konserwator sieci informacyjno-telekomunikacyjnej;351302;Operator sprzętu komputerowego
1466;3513.2;konserwator sieci informacyjno-telekomunikacyjnej;351303;Operator systemów komputerowych
1467;1221.3.2.1.4;kierownik ds. sprzedaży internetowej;351405;Pracownik obsługi kampanii e-mailowych
1468;3521.1.1;technik realizacji dźwięku;352116;Realizator dźwięku
1469;3521.1;technik urządzeń audiowizualnych;352118;Realizator rekonstrukcji dźwięku
1470;3521.1.12;realizator filmu wideo;352102;Asystent operatora obrazu
1471;3435.2;asystent reżysera filmowego;352104;Asystent techniczny realizatora programu
1472;7422.4;technik urządzeń radiowych;352114;Operator radiowych urządzeń transmisyjnych
1473;2166.4.3;operator obrazu;352113;Operator sprzętu zdjęciowego (wózkarz)
1474;3522.1;technik telekomunikacji;352115;Operator telewizyjnych urządzeń transmisyjnych
1475;3521.1.11;operator dźwięku;352107;Mikser dźwięku
1476;2654.4;montażysta obrazu;352108;Mikser obrazu
1477;3521.1.10;montażysta dźwięku;352110;Montażysta obrazu
1478;7422.6;konserwator sprzętu telekomunikacyjnego;352201;Operator urządzeń nadawczych telewizji kablowej
1479;2111.2;kosmolog;211101;Astrofizyk
1480;2112.1.3;synoptyk;211201;Hydrometeorolog
1481;2113.1.2;chemik ds. rozwoju;211302;Chemik – technologia chemiczna
1482;2114.2;geofizyk;211404;Hydrograf morski
1483;3141.2.3;technik biolog;213106;Biotechnolog
1484;2132.5;doradca ds. gospodarki leśnej;213203;Inżynier leśnictwa
1485;2132.2;doradca rolniczy;213204;Inżynier ogrodnictwa
1486;2132.2;doradca rolniczy;213205;Inżynier rolnictwa
1487;2132.6;doradca ds. żywego inwentarza;213207;Inżynier zootechniki
1488;2132.2;doradca rolniczy;213209;Rzeczoznawca rolniczy
1489;2132.2;doradca rolniczy;213208;Klasyfikator gruntów
1490;2141.9;inżynier procesu;214103;Inżynier utrzymania ruchu
1491;1324.3;kierownik ds. logistyki i dystrybucji;214104;Inżynier zaopatrzenia, transportu i magazynowania
1492;2149.9;inżynier inżynierii materiałowej;214110;Towaroznawca
1493;2141.3.1;inżynier produkcji;214105;Konsultant komitetu technicznego
1494;2142.1.2;inżynier budownictwa - budownictwo ogólne;214204;Inżynier budownictwa – linie, węzły i stacje kolejowe
1495;2142.1.2;inżynier budownictwa - budownictwo ogólne;214203;Inżynier budownictwa – budownictwo przemysłowe
1496;2142.1.2;inżynier budownictwa - budownictwo ogólne;214205;Inżynier budownictwa – urządzenia, instalacje i sieci energetyczne
1497;2142.1.2;inżynier budownictwa - budownictwo ogólne;214206;Inżynier budownictwa – wyburzanie obiektów
1498;2142.1.4;inżynier geolog;214209;Inżynier geotechnik
1499;1219.5.4;kierownik stacji uzdatniania wody;214302;Inżynier inżynierii środowiska – gospodarka wodna i hydrologia
1500;2143.1.4;inżynier inżynierii środowiska - oczyszczanie miast i gospodarka odpadami;214303;Inżynier inżynierii środowiska – instalacje sanitarne
1501;2149.7.2;inżynier energetyki jądrowej;214307;Inżynier systemów bezpieczeństwa jądrowego i ochrony radiologicznej
1502;2149.7.5;inżynier ds. energetyki cieplnej;214401;Inżynier mechanik – cieplno-mechaniczne urządzenia, instalacje i sieci energetyczne
1503;2142.1.9;inżynier transportu;214406;Inżynier mechanik – środki transportu
1504;2144.1.1.1;inżynier ds. aerodynamiki;214408;Inżynier mechanik lotniczy
1505;2145.2;inżynier inżynierii materiałów syntetycznych;214501;Inżynier inżynierii chemicznej
1506;2145.2;inżynier inżynierii materiałów syntetycznych;214502;Inżynier technologii chemicznej
1507;2142.1.6;inżynier geotechnik - górnictwo;214608;Inżynier geofizyk - geofizyka górnicza
1508;2114.1.4;inżynier geolog - hydrologia górnicza;214609;Inżynier geolog - geologia górnicza i poszukiwawcza
1509;2146.6;inżynier ds. rozwoju kopalni;214603;Inżynier górnik – górnictwo podziemne
1510;2146.2;inżynier górnik - wiertnictwo;214601;Inżynier górnik – górnictwo otworowe
1511;2146.5.1;specjalista ds. metalurgii chemicznej;214605;Inżynier hutnik
1512;1219.5.2;kierownik odlewni;214607;Inżynier odlewnik
1513;1349.6;specjalista ds. dozorowania lotniczego i koordynacji kodów;214902;Inspektor dozoru technicznego
1514;2143.1;inżynier inżynierii środowiska;214907;Inżynier gospodarki przestrzennej
1515;2152.1.5;inżynier sprzętu medycznego;214908;Inżynier kliniczny
1516;1324.3.1.5;kierownik działu transportu drogowego;214917;Inżynier transportu drogowego
1517;3115.1.4;technik pojazdów samochodowych;214930;Rzeczoznawca samochodowy
1518;1219.1.2;kierownik ds. ochrony;214926;Specjalista monitoringu systemów zabezpieczeń technicznych osób i mienia
1519;2152.1.3;inżynier ds. aparatury kontrolno-pomiarowej i automatyki;214921;Legalizator
1520;1324.3.1.3;kierownik ds. przewozów kolejowych;214920;Kontroler kolejowy
1521;2141.3.2.1;inżynier automatyki i robotyki;215104;Inżynier elektryk automatyk
1522;2149.10.1;inżynier fotoniki;215105;Inżynier techniki świetlnej
1523;2152.1;inżynier elektronik;215203;Inżynier urządzeń zabezpieczenia i sterowania ruchem kolejowym
1524;2511.16;inżynier integracji technologii informatycznych;215301;Inżynier telekomunikacji
1525;2153.1.1;analityk systemów telekomunikacyjnych;215302;Technolog inżynierii telekomunikacyjnej
1526;2161.1.1;architekt wnętrz;216202;Architekt zieleni wewnątrz budynków
1527;2164.2;planista transportu;216401;Inżynier ruchu drogowego
1528;2164.2;planista transportu;216402;Inżynier ruchu kolejowego
1529;2165.2;kartograf;216501;Inżynier geodeta – fotogrametria i teledetekcja
1530;2165.3;inżynier geodeta – geomatyka;216505;Inżynier geodeta – geodezyjne pomiary podstawowe i satelitarne
1531;2166.11;ilustrator;216602;Grafik komputerowy multimediów
1532;2166.11;ilustrator;216605;Projektant grafiki stron internetowych
1533;2211.1;lekarz podstawowej opieki zdrowotnej;221101;Lekarz
1534;2149.7.2;inżynier energetyki jądrowej;229101;Inspektor dozoru jądrowego
1535;2263.3;specjalista bezpieczeństwa i higieny pracy;229106;Rzeczoznawca do spraw bezpieczeństwa i higieny pracy
1536;2422.5;specjalista organizacji i zarządzania w ochronie zdrowia;229102;Specjalista promocji zdrowia i edukacji zdrowotnej
1537;2422.5;specjalista organizacji i zarządzania w ochronie zdrowia;229105;Specjalista zdrowia środowiskowego
1538;2265.1;specjalista ds. dietetyki;229302;Specjalista żywienia człowieka
1539;2149.4.1;inżynier biocybernetyki i inżynierii biomedycznej;229912;Specjalista inżynierii medycznej
1540;2145.1.9;inżynier ds. chemii farmaceutycznej;229911;Specjalista radiofarmacji
1541;1223.2.2;kierownik ds. badań;229902;Koordynator badań klinicznych
1542;2113.1.4;chemik kosmetolog;229903;Kosmetolog
1543;3122.4.2;mistrz produkcji w przemyśle chemicznym;229904;Osoba wykwalifikowana w przemyśle farmaceutycznym
1544;2634.2.3;psycholog zdrowia;229909;Psychoonkolog
1545;2310.1.36;wykładowca akademicki w dziedzinie religioznawstwa;231015;Nauczyciel akademicki – nauki teologiczne
1546;2320.1.16;nauczyciel kształcenia zawodowego w zakresie sztuki użytkowej/nauczycielka kształcenia zawodowego w zakresie sztuki użytkowej;232002;Nauczyciel przedmiotów zawodowych artystycznych
1547;2352.1.5;nauczyciel osób ze specjalnymi potrzebami edukacyjnymi w szkole podstawowej/nauczycielka osób ze specjalnymi potrzebami edukacyjnymi w szkole podstawowej;234101;Nauczyciel etyki w szkole podstawowej
1548;2352.1.5;nauczyciel osób ze specjalnymi potrzebami edukacyjnymi w szkole podstawowej/nauczycielka osób ze specjalnymi potrzebami edukacyjnymi w szkole podstawowej;234102;Nauczyciel historii i społeczeństwa w szkole podstawowej
1549;2352.1.5;nauczyciel osób ze specjalnymi potrzebami edukacyjnymi w szkole podstawowej/nauczycielka osób ze specjalnymi potrzebami edukacyjnymi w szkole podstawowej;234103;Nauczyciel informatyki w szkole podstawowej
1550;2352.1.5;nauczyciel osób ze specjalnymi potrzebami edukacyjnymi w szkole podstawowej/nauczycielka osób ze specjalnymi potrzebami edukacyjnymi w szkole podstawowej;234104;Nauczyciel języka obcego w szkole podstawowej
1551;2352.1.5;nauczyciel osób ze specjalnymi potrzebami edukacyjnymi w szkole podstawowej/nauczycielka osób ze specjalnymi potrzebami edukacyjnymi w szkole podstawowej;234108;Nauczyciel języka polskiego w szkole podstawowej
1552;2352.1.5;nauczyciel osób ze specjalnymi potrzebami edukacyjnymi w szkole podstawowej/nauczycielka osób ze specjalnymi potrzebami edukacyjnymi w szkole podstawowej;234111;Nauczyciel matematyki w szkole podstawowej
1553;2352.1.5;nauczyciel osób ze specjalnymi potrzebami edukacyjnymi w szkole podstawowej/nauczycielka osób ze specjalnymi potrzebami edukacyjnymi w szkole podstawowej;234112;Nauczyciel muzyki w szkole podstawowej
1554;2352.1.5;nauczyciel osób ze specjalnymi potrzebami edukacyjnymi w szkole podstawowej/nauczycielka osób ze specjalnymi potrzebami edukacyjnymi w szkole podstawowej;234113;Nauczyciel nauczania początkowego
1555;2352.1.5;nauczyciel osób ze specjalnymi potrzebami edukacyjnymi w szkole podstawowej/nauczycielka osób ze specjalnymi potrzebami edukacyjnymi w szkole podstawowej;234114;Nauczyciel plastyki w szkole podstawowej
1556;2352.1.5;nauczyciel osób ze specjalnymi potrzebami edukacyjnymi w szkole podstawowej/nauczycielka osób ze specjalnymi potrzebami edukacyjnymi w szkole podstawowej;234115;Nauczyciel przyrody w szkole podstawowej
1557;2352.1.5;nauczyciel osób ze specjalnymi potrzebami edukacyjnymi w szkole podstawowej/nauczycielka osób ze specjalnymi potrzebami edukacyjnymi w szkole podstawowej;234116;Nauczyciel religii w szkole podstawowej
1558;2352.1.5;nauczyciel osób ze specjalnymi potrzebami edukacyjnymi w szkole podstawowej/nauczycielka osób ze specjalnymi potrzebami edukacyjnymi w szkole podstawowej;234117;Nauczyciel techniki w szkole podstawowej
1559;2352.1.5;nauczyciel osób ze specjalnymi potrzebami edukacyjnymi w szkole podstawowej/nauczycielka osób ze specjalnymi potrzebami edukacyjnymi w szkole podstawowej;234118;Nauczyciel wychowania fizycznego w szkole podstawowej
1560;5311.1.3;dzienny opiekun małego dziecka / dzienna opiekunka małego dziecka;234202;Wychowawca małego dziecka
1561;2359.4;projektant systemów nauczania przez internet;235103;Metodyk edukacji na odległość
1562;2330.1.13;nauczyciel muzyki w szkole ponadpodstawowej/nauczycielka muzyki w szkole ponadpodstawowej;235401;Nauczyciel muzyki w placówkach pozaszkolnych
1563;2355.3;nauczyciel technik teatralnych/nauczycielka technik teatralnych;235501;Instruktor amatorskiego ruchu artystycznego
1564;2355.2;nauczyciel tańca/nauczycielka tańca;235503;Nauczyciel sztuki w placówkach pozaszkolnych
1565;5165.1.2;instruktor nauki jazdy samochodem osobowym;235903;Egzaminator osób ubiegających się o uprawnienia do kierowania pojazdem
1566;2659.4;animator turystyki;235916;Animator czasu wolnego młodzieży (pracownik młodzieżowy)
1567;2635.2;pedagog socjalny;235914;Wychowawca w placówkach oświatowych, wsparcia dziennego, wychowawczych i opiekuńczych oraz instytucjach pieczy zastępczej
1568;5322.1;opiekunka domowa / opiekun domowy;235918;Nauczyciel domowy
1569;2351.4;koordynator do spraw specjalnych potrzeb edukacyjnych;235905;Nauczyciel konsultant
1570;2359.5;autor programów nauczania przez internet;235907;Nauczyciel nauczania na odległość
1571;2359.6;doradca edukacyjny;235909;Nauczyciel specjalista terapii pedagogicznej
1572;1431.1.1;kierownik domu kultury;235911;Pedagog animacji kulturalnej
1573;2359.11;trener wystąpień publicznych;235922;Pedagog mediów
1574;2635.2;pedagog socjalny;235919;Pedagog specjalny
1575;2411.1.7;audytor finansowy;241103;Specjalista do spraw rachunkowości
1576;2412.5.4;menedżer ds. relacji inwestorskich;241104;Specjalista do spraw rachunkowości inwestycyjnej
1577;2411.1.12;doradca podatkowy;241105;Specjalista do spraw rachunkowości podatkowej
1578;2411.1.9;biegły ds. zapobiegania i wykrywania przestępstw gospodarczych i korupcji;241106;Specjalista do spraw rachunkowości zarządczej
1579;2412.5;doradca inwestycyjny;241205;Doradca do spraw leasingu
1580;1346.6;kierownik programu emerytalnego;241201;Doradca emerytalny
1581;2412.5;doradca inwestycyjny;241202;Doradca finansowy
1582;2421.1;analityk biznesowy;241206;Specjalista do spraw tworzenia biznes planów
1583;3312.5;pracownik do spraw pożyczek;241304;Specjalista bankowości
1584;2413.1;analityk finansowy;241305;Specjalista do spraw factoringu
1585;2413.1.2;analityk ubezpieczeniowy;241307;Specjalista do spraw ubezpieczeń majątkowych i osobowych
1586;3353.1;inspektor ds. ubezpieczeń społecznych;241308;Specjalista do spraw ubezpieczeń społecznych
1587;2413.1.2;analityk ubezpieczeniowy;241309;Specjalista do spraw ubezpieczeń zdrowotnych
1588;2413.1;analityk finansowy;241310;Specjalista zarządzania ryzykiem (underwriter)
1589;2412.8;specjalista ds. finansowania programów;241303;Projektant pakietów usług finansowych
1590;2412.3;specjalista ds. polityki gospodarczej;242106;Specjalista do spraw doskonalenia organizacji
1591;1439.6;kierownik biura podróży;242113;Specjalista do spraw organizacji usług gastronomicznych, hotelowych i turystycznych
1592;2529.5;administrator bezpieczeństwa systemów informacyjno-telekomunikacyjnych;242110;Specjalista ochrony informacji niejawnych
1593;2521.1;administrator baz danych;242111;Administrator bezpieczeństwa informacji (inspektor ochrony danych)
1594;2166.4.8;reżyser filmowy;242101;Administrator produkcji filmowej
1595;2421.2;doradca biznesowy;242104;Negocjator biznesowy
1596;2133.10;menedżer projektów ochrony środowiska związanych z budową rurociągu;242102;Koordynator projektów unijnych
1597;1324.3.1.4;kierownik ds. przewozów drogowych;242105;Organizator transportu drogowego
1598;2262.1.1;inspektor farmaceutyczny;242229;Inspektor do spraw obrotu hurtowego lekami
