;esco code;esco name;kzis code;kzis name
680;2634.2.2;psycholog wychowawczy;263406;Psycholog wychowawczy
681;1344.1;specjalista pracy socjalnej;263504;Specjalista pracy socjalnej
682;2635.3.21;kurator sądowy;263501;Kurator sądowy
683;2619.7;mediator;263502;Mediator
684;3413.1;zakonnik/zakonnica;263606;Zakonnik (bez święceń kapłańskich)
685;2641.1;redaktor wydawniczy;264104;Redaktor wydawniczy
686;2641.4.2;scenarzysta;264105;Scenarzysta
687;2641.4;pisarz / pisarka;264102;Pisarz
688;2642.1;dziennikarz;264201;Dziennikarz
689;2642.1.14;fotoedytor;264202;Fotoedytor
690;2643.5;tłumacz języka migowego;264310;Tłumacz języka migowego
691;3432.5;scenograf;265106;Scenograf
692;2651.1;artysta malarz;265103;Artysta malarz
693;2651.10;artysta rzeźbiarz;265104;Artysta rzeźbiarz
694;2651.2;konserwator dzieł sztuki;265105;Konserwator dzieł sztuki
695;2652.3.1;dyrygent;265203;Dyrygent
696;2652.3.2;wokalista;265202;Wokalista
697;2652.1;kompozytor;265204;Kompozytor
698;2653.1;choreograf;265301;Choreograf
699;2166.4.8;reżyser filmowy;265407;Reżyser filmowy
700;3435.2;asystent reżysera filmowego;265401;Asystent reżysera filmowego
701;2166.4.3;operator obrazu;265402;Operator obrazu
702;2655.1;aktor / aktorka;265501;Aktor
703;2659.2.2;prezenter muzyczny;265604;Prezenter muzyczny (DJ / didżej)
704;2642.1.1;bloger / blogerka;265902;Bloger / vloger
705;1111.4;parlamentarzysta;111101;Parlamentarzysta
706;1112.6;wyższy urzędnik państwowy;111201;Wyższy urzędnik państwowy
707;1112.3;wyższy urzędnik placówki dyplomatycznej;111202;Wyższy urzędnik placówki dyplomatycznej
708;1120.3;dyrektor generalny;112007;Dyrektor generalny
709;1120.2;dyrektor przedsiębiorstwa;112007;Dyrektor generalny
710;1120.2;dyrektor przedsiębiorstwa;112017;Prezes
711;1120.3;dyrektor generalny;112017;Prezes
712;1120.2;dyrektor przedsiębiorstwa;112018;Rektor
713;1120.3;dyrektor generalny;112018;Rektor
714;1120.4;dyrektor operacyjny;112011;Dyrektor operacyjny
715;1120.4;dyrektor operacyjny;112016;Dyrektor wykonawczy
716;1211.1.1;główny księgowy;121101;Główny księgowy
717;2424.3;menedżer szkoleń;121202;Kierownik działu szkoleń
718;1212.1;kierownik działu zarządzania zasobami ludzkimi;121203;Kierownik działu zarządzania zasobami ludzkimi
719;1213.2;kierownik do spraw strategii i planowania;121302;Kierownik do spraw strategii i planowania
720;1213.2.2;kierownik ds. planowania strategicznego;121302;Kierownik do spraw strategii i planowania
721;1219.6;kierownik projektu;121904;Kierownik projektu
722;1221.3.2;kierownik ds. marketingu;122101;Kierownik do spraw marketingu
723;1221.3.2.1;kierownik ds. sprzedaży;122102;Kierownik do spraw sprzedaży
724;1222.1.1;kierownik ds. reklamy;122202;Kierownik działu reklamy / promocji / public relations
725;1223.2.1;kierownik ds. rozwoju produktu;122301;Kierownik do spraw rozwoju produktu
726;1223.2;kierownik ds. badań i rozwoju;122302;Kierownik działu badawczo-rozwojowego
727;1311.1;kierownik w gospodarce leśnej;131103;Kierownik w gospodarce leśnej
728;6113.2;kierownik produkcji w przedsiębiorstwie ogrodniczym;131104;Kierownik produkcji w  przedsiębiorstwie ogrodniczym
729;6114.1;zarządca produkcji rolnej;131101;Kierownik produkcji w przedsiębiorstwie rolnym
730;1312.3;kierownik akwakultury ds. produkcji;131201;Kierownik produkcji w zakładzie akwakultury
731;1219.7;kierownik ds. jakości;132102;Kierownik do spraw kontroli jakości
732;1321.1;kierownik ds. produkcji;132103;Kierownik produkcji w przemyśle
733;1321.1.1;kierownik ds. produkcji przemysłowej;132103;Kierownik produkcji w przemyśle
734;1323.1;kierownik budowy;132301;Kierownik budowy
735;1324.3.4.2;kierownik ds. zakupów;132403;Kierownik działu zakupów
736;1324.3.5;kierownik magazynu;132404;Kierownik magazynu
737;1341.2;kierownik placówki wsparcia dziennego;134105;Kierownik placówki wsparcia dziennego
738;1341.3;kierownik przedszkola;134102;Kierownik przedszkola
739;1343.1;kierownik domu spokojnej starości;134301;Kierownik domu spokojnej starości
740;1345.1;dyrektor szkoły;134501;Dyrektor szkoły
741;1345.1.1;dziekan;134502;Dziekan
742;1346.4;kierownik agencji ubezpieczeniowej;134602;Kierownik agencji ubezpieczeniowej
743;1349.3;dyrektor archiwum;134907;Kierownik archiwum
744;1349.16;kierownik biblioteki;134908;Kierownik biblioteki
745;1349.9;dyrektor komercyjnej galerii sztuki;134909;Kierownik galerii sztuki
746;1349.18;dyrektor muzeum;134910;Kierownik muzeum
747;1112.5;komendant policji;134911;Komendant policji (powiatowej,miejskiej, rejonowej, komisariatu)
748;1112.4;komendant straży pożarnej;134913;Komendant powiatowy / miejski państwowej straży pożarnej
749;1412.1;kierownik restauracji;141202;Kierownik lokalu gastronomicznego
750;1420.4.30;kierownik apteki;142005;Kierownik apteki
751;1420.5;dyrektor supermarketu;142004;Kierownik sklepu / supermarketu
752;5222.1;kierownik w sklepie;142004;Kierownik sklepu / supermarketu
753;1431.1.1;kierownik domu kultury;143105;Kierownik domu kultury
754;1420.4.24;kierownik stacji benzynowej;143910;Kierownik / właściciel stacji paliw
755;1439.6;kierownik biura podróży;143901;Kierownik biura podroży
756;3341.2;kierownik call centre;143905;Kierownik centrum obsługi telefonicznej (kierownik call center)
757;1439.1;zarządca terenu kempingowego;143908;Kierownik kempingu
758;3240.2.1;technik unasieniania zwierząt;225215;Lekarz weterynarii – specjalista rozrodu zwierząt
759;9111.1;sprzątacz domowy/sprzątaczka domowa;911101;Pomoc domowa
760;9112.2;sprzątacz budynków/sprzątaczka budynków;911206;Salowa
761;9112.2;sprzątacz budynków/sprzątaczka budynków;911208;Sprzątacz pojazdów
762;9112.1;sprzątacz samolotów/sprzątaczka samolotów;911207;Sprzątaczka biurowa
763;9112.5;sprzątacz toalet/sprzątaczka toalet;911205;Pracownik pomocniczy obsługi hotelowej
764;9121.1;opiekun pralni;912101;Maglarz
765;9121.1;opiekun pralni;912102;Praczka
766;9129.3;czyściciel basenów pływackich;912903;Zmywacz graffiti
767;8182.2;palacz kotłów parowych;911202;Palacz pieców zwykłych
768;3212.2;asystent / asystentka w laboratorium medycznym;911204;Pomoc laboratoryjna
769;9214.1;pomocniczy robotnik w ogrodnictwie;921403;Pomocniczy robotnik w gospodarstwie sadowniczym
770;9216.1;pracownik akwakultury ds. cumowania sadzów;921601;Pomocniczy robotnik w gospodarstwie rybackim
771;5163.1;pracownik cmentarza;931201;Grabarz
772;9312.1;robotnik wykonujący prace proste w budownictwie drogowym i wodnym;931202;Kopacz
773;9312.1.5;monter znaków drogowych;931206;Pomocniczy robotnik mostowy
774;9312.1.5;monter znaków drogowych;931207;Pomocniczy robotnik torowy
775;9321.1;pracownik do wykańczania odzieży;932102;Ręczny znakowacz wyrobów
776;9329.1;pracownik porządkowy w fabryce;932912;Robotnik myjący części i zespoły
777;9329.1;pracownik porządkowy w fabryce;932913;Sortowacz
778;9329.1;pracownik porządkowy w fabryce;932901;Konserwator części / sprzętu
779;8160.25;pracownik wytwórni produktów nabiałowych;932911;Pomocniczy robotnik w przemyśle przetwórczym
780;9412.2;pomocnik kuchenny;932906;Pomocnik ciastkarza
781;7231.7;mechanik oponiarz;932908;Pomocnik mechanika
782;7513.2;operator odbioru mleka;932909;Pomocnik mleczarski
783;9412.2;pomocnik kuchenny;932910;Pomocnik piekarza
784;9331.1;kurier rowerowy;933101;Rykszarz
785;9333.1;pracownik sortowni bagażu;933308;Tragarz
786;9333.1;pracownik sortowni bagażu;933305;Robotnik pracujący na rampie
787;9333.1;pracownik sortowni bagażu;933307;Sztauer-trymer
788;9333.3;robotnik magazynowy;933301;Ładowacz
789;9333.6;robotnik portowy;933309;Wagowy
790;9333.8;pracownik magazynu;933302;Napełniający zbiorniki przenośne
791;9510.1;dystrybutor ulotek;951003;Rozlepiacz afiszy
792;9123.1;zmywacz okien;951004;Uliczny zmywacz szyb samochodowych
793;7126.9;konserwator urządzeń oczyszczania ścieków;961101;Ładowacz nieczystości płynnych
794;5153.1.1;sprzątacz wesołych miasteczek;961301;Robotnik oczyszczania miasta
795;9613.1;zamiatacz ulic;961302;Robotnik placowy
796;9621.2;portier hotelowy;962101;Bagażowy
797;9621.2;portier hotelowy;962102;Boy hotelowy
798;8322.2;kierowca samochodu dostawczego;962103;Dostawca potraw
799;9621.2;portier hotelowy;962104;Dźwigowy (windziarz)
800;9622.1;konserwator;962201;Pracownik prac dorywczych
801;9629.4;szatniarz/szatniarka;962902;Dozorca
802;9129.2;osoba do czyszczenia i udrażniania kanalizacji;962904;Szaleciarz
803;9629.6;pracownik przechowalni bagażu;962906;Woźny
804;8111.3;górnik pracujący na powierzchni;811103;Sygnalista szybowy
805;8113.1;pracownik wiertni;811304;Wiertacz studni
806;8113.1;pracownik wiertni;811301;Górnik eksploatacji otworowej
807;8113.4;operator pompy do rurociągu;811302;Operator urządzeń do obróbki odwiertów wydobywczych
808;8114.5;odlewacz form betonowych;811401;Hartowacz betonów i sylikatów
809;8114.1;operator urządzeń do produkcji mas asfaltowych;811407;Operator urządzeń wytwórczych mieszanek betonowych
810;7113.1.1;kamieniarz grawer;811408;Pilarz kamienia
811;8121.2;operator wytłaczarki;812118;Tłoczarz w metalu
812;8121.3;operator wyżarzarki;812102;Hartownik
813;8121.5;operator walcarki;812101;Ciągacz rur
814;7213.3;specjalista obróbki metali nieżelaznych;812119;Wytapiacz metali nieżelaznych
815;7211.1.1;odlewnik wyrobów metalowych;812120;Wytapiacz stali, surówki i żelazostopów
816;8142.10;operator urządzeń do obróbki cieplnej tworzyw sztucznych;812103;Operator agregatów do obróbki cieplnej
817;8121.7;operator maszyn do produkcji siatek metalowych;812104;Operator maszyn do produkcji drutów i prętów
818;8121.4;operator ciągarki;812105;Operator maszyn i urządzeń do obróbki plastycznej
819;8122.3;operator maszyn do powlekania metalu;812111;Operator urządzeń do elektrolitycznego uzyskiwania metali
820;8121.5;operator walcarki;812115;Piecowy nagrzewania wsadu w walcowni
821;8121.1;operator maszyn odlewniczych;812116;Piecowy pieca łukowego
822;8121.1;operator maszyn odlewniczych;812117;Pulpitowy wielkich pieców
823;8122.12;operator maszyn do obróbki wibrościernej;812201;Operator urządzeń do elektroforetycznego nakładania powłok
824;8122.8;operator urządzeń do emaliowania;812204;Operator urządzeń do natryskowego nakładania powłok
825;8122.8;operator urządzeń do emaliowania;812205;Operator urządzeń do platerowania
826;8122.3;operator maszyn do powlekania metalu;812206;Operator urządzeń do przygotowania powierzchni do nakładania powłok
827;8131.8;kontroler procesów przeróbki ropy naftowej;813101;Aparatowy procesów chemicznych
828;8131.2.5;operator urządzeń do produkcji mieszanek zapalających;813104;Operator maszyn zapałczanych
829;8131.14;operator separatora grawitacyjnego nitrogliceryny;813105;Operator reaktorów i autoklawów
830;8131.8;kontroler procesów przeróbki ropy naftowej;813106;Operator urządzeń destylacyjnych
831;8160.48;operator urządzeń rafineryjnych;813107;Operator urządzeń do ekstrakcji
832;8131.9;operator urządzeń granulujących;813108;Operator urządzeń do krystalizacji
833;8131.6;pracownik obsługi suszarni materiałów pirotechnicznych;813109;Operator urządzeń do obróbki cieplnej chemikaliów
834;8131.10;operator pieca do wypalania wapna;813110;Operator urządzeń do produkcji cementu
835;8131.2.2;operator urządzeń do produkcji lakierów syntetycznych;813111;Operator urządzeń do produkcji chemikaliów nieorganicznych
836;8131.12;operator aparatu nitracyjnego;813112;Operator urządzeń do produkcji chemikaliów organicznych
837;8131.9;operator urządzeń granulujących;813113;Operator urządzeń do produkcji dezynfektantów
838;4323.8;pracownik systemu przesyłowego gazu ziemnego;813114;Operator urządzeń do produkcji gazów technicznych
839;8131.9;operator urządzeń granulujących;813115;Operator urządzeń do produkcji katalizatorów
840;8131.2.5;operator urządzeń do produkcji mieszanek zapalających;813118;Operator urządzeń do produkcji materiałów wybuchowych i pokrewnych
841;8131.9;operator urządzeń granulujących;813121;Operator urządzeń do produkcji sadzy
842;8131.9;operator urządzeń granulujących;813122;Operator urządzeń do produkcji sztucznej skóry
843;8131.2;operator urządzeń mieszających do produkcji wyrobów chemicznych;813123;Operator urządzeń do produkcji środków piorących i myjących
844;8131.9;operator urządzeń granulujących;813124;Operator urządzeń do produkcji węgli aktywnych
845;8212.3.6;monter półprzewodników elektronicznych;813117;Operator urządzeń do produkcji materiałów półprzewodnikowych
846;8219.11;monter wyrobów z drewna;813120;Operator urządzeń do produkcji ołówków
847;8131.2;operator urządzeń mieszających do produkcji wyrobów chemicznych;813125;Operator urządzeń do produkcji włókien chemicznych
848;8131.2;operator urządzeń mieszających do produkcji wyrobów chemicznych;813126;Operator urządzeń do produkcji wyrobów farmaceutycznych
849;8131.8;kontroler procesów przeróbki ropy naftowej;813128;Operator urządzeń do przeróbki ropy naftowej i gazu
850;8131.2;operator urządzeń mieszających do produkcji wyrobów chemicznych;813131;Operator urządzeń homogenizujących
851;8131.3;kontroler urządzeń koksowniczych;813132;Operator urządzeń koksowniczych
852;8160.12;operator urządzeń do saturacji;813136;Operator urządzeń sorpcyjnych
853;8131.10;operator pieca do wypalania wapna;813137;Operator urządzeń wyparnych
854;8160.14;operator wirówki;813138;Operator wirówek
855;8212.3.4;monter sprzętu fotograficznego;813202;Operator urządzeń do obróbki błon i filmów fotograficznych
856;8141.1.8;wulkanizator opon;814105;Wulkanizator taśm przenośnikowych
857;8141.1.6;operator urządzeń do formowania pasów klinowych;814103;Operator urządzeń do przetwórstwa surowców gumowych
858;8141.1.6;operator urządzeń do formowania pasów klinowych;814102;Operator urządzeń do wulkanizacji
859;8142.10;operator urządzeń do obróbki cieplnej tworzyw sztucznych;814201;Formierz wyrobów z kompozytów polimerowych
860;7536.2.6;obuwnik ortopedyczny;814202;Formowacz ortopedycznych wyrobów z tworzyw
861;8142.10;operator urządzeń do obróbki cieplnej tworzyw sztucznych;814203;Odlewnik wyrobów z materiałów polimerowych
862;8142.10;operator urządzeń do obróbki cieplnej tworzyw sztucznych;814204;Operator maszyn i urządzeń do produkcji okien z tworzyw sztucznych
863;8142.9;operator maszyn do produkcji mebli z tworzyw sztucznych;814205;Operator urządzeń do cięcia folii i płyt
864;8142.7;operator wtryskarki;814207;Operator urządzeń do spieniania tworzyw sztucznych
865;8143.6;operator krajarki do papieru;814301;Operator maszyn do lakierowania i laminowania przetworów papierowych
866;8143.3;operator maszyn do produkcji kopert;814302;Operator maszyn do produkcji opakowań z papieru i tektury
867;8143.6;operator krajarki do papieru;814304;Operator maszyn do produkcji papierowych artykułów toaletowych i sanitarnych
868;8143.6;operator krajarki do papieru;814305;Operator maszyn do produkcji papieru i tektury falistej
869;8143.6;operator krajarki do papieru;814306;Operator maszyn do produkcji sznurka i tulei
870;8151.4;operator nawijarki;815101;Operator maszyn do przygotowania włókien
871;8151.2.1;operator przędzarki do włókien sztucznych;815103;Operator przewijarek i skręcarek nitek
872;8152.1;operator maszyn dziewiarskich;815202;Operator maszyn przygotowawczych do wytwarzania płaskich wyrobów włókienniczych
873;8155.1.3;garbarz;815501;Operator agregatów natryskowych
874;8155.1.1;operator urządzeń do mieszania farb do skór;815502;Operator maszyn i urządzeń chemicznej obróbki skór
875;8155.1.1;operator urządzeń do mieszania farb do skór;815503;Operator maszyn i urządzeń mechanicznej obróbki skór
876;8156.2.2;technik utrzymania maszyn do produkcji obuwia;815605;Obuwnik przemysłowy
877;8156.3.1;technik utrzymania maszyn kaletniczych i rymarskich;815602;Operator urządzeń kaletniczych
878;8156.2.2;technik utrzymania maszyn do produkcji obuwia;815603;Operator urządzeń montażowych obuwia
879;8156.2.2;technik utrzymania maszyn do produkcji obuwia;815604;Operator urządzeń wykrawających elementy obuwia
880;9121.1;opiekun pralni;815701;Operator urządzeń do prania, prasowania i chemicznego czyszczenia tekstyliów
881;9629.5;pracownik pralni samoobsługowej;815702;Pracownik pralni chemicznej
882;8159.2;technik ds. procesu oplatania;815901;Operator maszyn do produkcji włóknin i przędzin
883;8159.5;operator maszyn do produkcji materacy;815903;Operator urządzeń do klejenia elementów odzieży
884;8156.1;operator zautomatyzowanych urządzeń wykrawających elementy obuwia;815904;Operator urządzeń wykrawających i nawarstwiających
885;8160.7;operator browaru;816001;Aparatowy produkcji drożdży
886;8160.27;pracownik gorzelni;816002;Aparatowy produkcji octu
887;8160.3;technik filtracji napojów;816003;Operator maszyn i urządzeń przemysłu spożywczego
888;8160.22;operator młyna do kawy;816004;Operator urządzeń do konfekcjonowania herbaty
889;7515.2;kontroler jakości mleka w gospodarstwie rolnym;816005;Operator urządzeń do obróbki surowca mleczarskiego
890;8160.11;operator urządzeń do kandyzowania;816006;Operator urządzeń do produkcji cukru
891;8160.36;pracownik ds. puszkowania owoców i warzyw;816007;Operator urządzeń do produkcji koncentratów spożywczych
892;8160.6;operator linii mieszalniczej;816008;Operator urządzeń do produkcji majonezu i musztardy
893;8160.3;technik filtracji napojów;816010;Operator urządzeń do produkcji napojów bezalkoholowych
894;8160.2;operator maszyn piekarniczych;816012;Operator urządzeń do produkcji pieczywa
895;8160.37;operator systemów słodowania;816013;Operator urządzeń do produkcji piwa
896;8131.7;operator urządzeń do fermentacji;816016;Operator urządzeń do produkcji wina
897;8160.11;operator urządzeń do kandyzowania;816017;Operator urządzeń do produkcji wyrobów cukierniczych
898;8160.44;operator procesu obróbki cieplnej mleka;816018;Operator urządzeń do produkcji wyrobów mleczarskich
899;8160.16;operator procesu formowania czekolady;816020;Operator urządzeń do przerobu ziarna kakaowego
900;7515.1;degustator kawy;816027;Operator urządzeń do przetwórstwa kawy
901;8160.36;pracownik ds. puszkowania owoców i warzyw;816029;Operator urządzeń do przetwórstwa owocowo-warzywnego
902;8160.31;operator procesu puszkowania ryb;816030;Operator urządzeń do przetwórstwa ryb
903;8160.28;pracownik obsługi osuszacza;816022;Operator urządzeń do suszenia zbóż
904;8160.45;młynarz;816023;Operator urządzeń elewatorów zbożowych
905;7516.3;wiązacz liści;816025;Operator urządzeń przemysłu tytoniowego
906;8171.7;operator maszyn do produkcji papierowych artykułów piśmiennych;817101;Operator kalandrów wyrobów papierowych
907;8171.5;operator maszyny papierniczej;817102;Operator linii do belowania makulatury
908;8171.3;operator maszyn do flotacyjnego odbarwiania makulatury;817103;Operator maszyny odwadniającej celulozę
909;8171.1;operator maszyn do wybielania masy papierniczej;817105;Operator maszyny tekturniczej
910;8171.3;operator maszyn do flotacyjnego odbarwiania makulatury;817107;Operator urządzeń bielących masy włókniste
911;8171.7;operator maszyn do produkcji papierowych artykułów piśmiennych;817108;Operator urządzeń do impregnowania i powlekania wyrobów papierowych
912;8171.5;operator maszyny papierniczej;817109;Operator urządzeń do mielenia masy włóknistej
913;8171.1;operator maszyn do wybielania masy papierniczej;817110;Operator urządzeń do przygotowywania i dozowania dodatków masowych
914;8171.2;operator warnika;817111;Operator urządzeń do ścierania drewna
915;8171.2;operator warnika;817112;Operator urządzeń rębalni drewna
916;8171.5;operator maszyny papierniczej;817113;Operator urządzeń rozwłókniających
917;8172.5.5;operator frezarki;817201;Operator maszyn do produkcji płyt i sklejek
918;8172.2;operator piły poprzecznej;817202;Operator pilarek do pozyskiwania tarcicy
919;7523.3;operator maszyn do produkcji mebli drewnianych;817203;Operator pras w produkcji drzewnej
920;7522.2;stolarz meblowy;817204;Operator sklejarek płyt stolarskich
921;8172.5.4;operator łuszczarki do forniru;817206;Operator spajarek okleiny i łuszczki
922;7223.12;operator strugarki;817207;Operator strugarek i frezarek do drewna
923;8172.5.2;operator wyrówniarko-grubościówki;817208;Operator urządzeń do końcowej obróbki płyt
924;7233.7;mechanik urządzeń przemysłowych;817212;Mechanik – operator maszyn do produkcji drzewnej
925;8122.9;operator pilarki;817210;Pilarz
926;8181.4;operator pieca do produkcji szkła ciągnionego;818122;Topiarz fryty
927;8181.4;operator pieca do produkcji szkła ciągnionego;818123;Topiarz mas mineralnych
928;8181.7;operator odprężarek wyrobów szklanych;818124;Topiarz szkła
929;8181.3.2;operator pieca tunelowego;818119;Suszarnik ceramiki i wyrobów gipsowych
930;8181.9;maszynowy szlifierz-polerowacz szkła;818120;Szlifierz ceramiki
931;8181.2;operator maszyn do produkcji cegieł i płytek ceramicznych;818125;Wypalacz surowców i wyrobów ogniotrwałych
932;8181.11;operator urządzeń do formowania wyrobów ceramicznych;818126;Wypalacz wyrobów ceramicznych
933;8181.4;operator pieca do produkcji szkła ciągnionego;818102;Operator maszyn do formowania szkła płaskiego
934;8181.10;szkliwierz ceramiki;818107;Operator urządzeń do formowania wyrobów ogniotrwałych
935;8181.7;operator odprężarek wyrobów szklanych;818109;Operator urządzeń do gięcia szkła
936;8181.7;operator odprężarek wyrobów szklanych;818110;Operator urządzeń do hartowania szkła
937;8181.8;operator automatów do formowania wyrobów szklanych;818112;Operator urządzeń do obróbki płomieniowej szkła
938;8181.11;operator urządzeń do formowania wyrobów ceramicznych;818113;Operator urządzeń do produkcji materiałów ściernych
939;8181.7;operator odprężarek wyrobów szklanych;818114;Operator urządzeń do produkcji termosów
940;8181.1;operator prasy ślimakowej do gliny;818118;Przygotowywacz mas ceramicznych
941;8182.1;maszynista kotła;818202;Maszynista urządzeń nawęglania
942;8182.2;palacz kotłów parowych;818204;Palacz gazowych kotłów centralnego ogrzewania
943;8182.2;palacz kotłów parowych;818205;Palacz wodnych rusztowych kotłów centralnego ogrzewania
944;8143.3;operator maszyn do produkcji kopert;818301;Operator maszyn kopertujących
945;8183.7;operator urządzeń do pakowania i napełniania;818303;Operator urządzeń pakujących
946;7523.4;zbijacz palet;818901;Operator urządzeń do paletyzacji
947;3132.3;operator urządzeń do utylizacji odpadów stałych;818902;Operator urządzeń utylizacji surowców zwierzęcych
948;7213.1;budowniczy kotłów;821103;Monter kotłów i armatury kotłowej
949;8211.3;monter mechatronik;821107;Monter obrabiarek
950;8211.1.1;monter silników lotniczych;821108;Monter płatowców i śmigłowców
951;3115.1.16;technik mechanik silników kolejowych;821110;Monter silników spalinowych
952;7126.4;monter instalacji i urządzeń grzewczych;821114;Monter urządzeń chłodniczych i gastronomicznych
953;7223.10;operator urządzeń do obróbki laserowej;821115;Monter urządzeń laserowych
954;8211.3;monter mechatronik;821116;Monter urządzeń sterowania ruchem kolejowym
955;8212.2;monter sprzętu elektrycznego;821203;Monter elektrycznych przyrządów pomiarowych
956;8212.2;monter sprzętu elektrycznego;821204;Monter maszyn elektrycznych
957;8212.2;monter sprzętu elektrycznego;821205;Monter osprzętu elektrotechnicznego
958;8212.2;monter sprzętu elektrycznego;821206;Monter sprzętu oświetleniowego i lamp elektrycznych
959;8212.3;monter sprzętu elektronicznego;821301;Monter aparatury i urządzeń techniki jądrowej
960;8212.3;monter sprzętu elektronicznego;821302;Monter elektronicznego wyposażenia maszyn i urządzeń
961;7421.7;instalator elektroniki samochodowej;821303;Monter elektroniki samochodowej
962;7421.7;instalator elektroniki samochodowej;821304;Monter podzespołów i zespołów elektronicznych
963;3522.1;technik telekomunikacji;821305;Monter sprzętu radiowego i telewizyjnego
964;8212.3;monter sprzętu elektronicznego;821306;Monter zestrajacz urządzeń elektronicznych
965;8312.4;dyżurny ruchu;831202;Dyspozytor ruchu metra
966;8312.2;zwrotniczy;831210;Ustawiacz
967;8312.5;przygotowujący pociąg;831208;Operator pociągowy
968;8312.2;zwrotniczy;831206;Manewrowy metra
969;9331.1;kurier rowerowy;832101;Kurier motocyklowy
970;8322.2;kierowca samochodu dostawczego;832201;Kierowca mechanik
971;8332.5;kierowca wozu strażackiego;833201;Kierowca autocysterny
972;8332.3;kierowca betoniarki;833202;Kierowca ciągnika siodłowego
973;8341.2;operator maszyn rolniczych;834101;Kierowca ciągnika rolniczego
974;7233.8.1;mechanik maszyn rolniczych;834102;Kombajnista (kierowca kombajnu)
975;8341.2;operator maszyn rolniczych;834106;Operator maszyn ogrodniczych
976;8341.3;nadzorca maszyn rolniczych;834110;Operator wielooperacyjnych samojezdnych maszyn leśnych
977;8341.3;nadzorca maszyn rolniczych;834111;Operator zrywkowych kolejek linowych
978;7233.8.1;mechanik maszyn rolniczych;834103;Mechanik-operator pojazdów i maszyn rolniczych
979;8342.8;operator zgarniarki;834205;Operator koparki
980;8342.4;operator równiarki;834206;Operator koparko-ładowarki
981;8342.3;operator koparki;834207;Operator ładowarki
982;8343.3;operator dźwigu jezdnego;834202;Operator maszyn drogowych
983;8342.4;operator równiarki;834203;Operator maszyn i sprzętu torowego
984;8343.4;operator żurawia warsztatowego;834306;Operator dźwignic linotorowych
985;8343.5;operator żurawia wieżowego;834308;Operator mostu zwodzonego
986;8343.1;maszynista kolei linowych, wyciągów narciarskich i zjeżdżalni grawitacyjnych;834309;Operator przenośników
987;8343.1;maszynista kolei linowych, wyciągów narciarskich i zjeżdżalni grawitacyjnych;834310;Operator przenośników taśmowych
988;8343.4;operator żurawia warsztatowego;834311;Operator suwnic (suwnicowy)
989;8343.1;maszynista kolei linowych, wyciągów narciarskich i zjeżdżalni grawitacyjnych;834313;Operator urządzeń ładunkowych silosu
990;8343.1;maszynista kolei linowych, wyciągów narciarskich i zjeżdżalni grawitacyjnych;834314;Operator wieżowy przenośnika taśmowego
991;8343.1;maszynista kolei linowych, wyciągów narciarskich i zjeżdżalni grawitacyjnych;834307;Operator-mechanik wyciągarki szybowcowej
992;8343.1;maszynista kolei linowych, wyciągów narciarskich i zjeżdżalni grawitacyjnych;834302;Maszynista górniczych maszyn wyciągowych
993;8343.5;operator żurawia wieżowego;834305;Maszynista specjalistycznych dźwignic kolejowych
994;8350.1;bosman;835006;Bosman żeglugi śródlądowej
995;8350.3;marynarz motorzysta żeglugi śródlądowej;835005;Sternik żeglugi śródlądowej
996;9312.1.3;robotnik drogowy;711205;Brukarz
997;7112.1;murarz;711203;Zdun
998;7112.1;murarz;711201;Monter kamiennych elementów budowlanych
999;7214.3;murarz-zbrojarz;711204;Murarz-tynkarz
1000;7214.3;murarz-zbrojarz;711402;Betoniarz-zbrojarz
1001;7114.1;betoniarz;711403;Palowniczy
1002;7115.4;monter klatek schodowych;711503;Stolarz budowlany
1003;9312.1.2;monter torów kolejowych;711605;Toromistrz
1004;8312.1;dróżnik przejazdowy;711602;Dróżnik obchodowy
1005;3112.1.11;konserwator dróg;711606;Układacz nawierzchni drogowych
1006;7119.4;pracownik z uprawnieniami do pracy na wysokości;711902;Monter reklam
1007;7122.3;posadzkarz;712201;Cykliniarz
1008;7122.3;posadzkarz;712203;Parkieciarz
1009;7122.4;glazurnik;712204;Posadzkarz
1010;7123.1;monter sufitów;712302;Sztukator
1011;7123.2;tynkarz;712304;Monter fasad
1012;7123.2;tynkarz;712301;Monter ociepleń budynków
1013;8122.1;operator piaszczarki;712402;Monter izolacji chemoodpornych i antykorozyjnych
1014;7124.1;monter izolacji budowlanych;712403;Monter izolacji przemysłowych
1015;7125.2;szklarz samochodowy;712503;Szklarz budowlany
1016;7125.1;szklarz;712504;Szklarz pojazdów
1017;7125.1;szklarz;712505;Witrażownik
1018;7126.8;hydraulik;712617;Monter instalacji gazów medycznych
1019;7126.7;pracownik obsługi rurociągu;712605;Monter rurociągów górniczych
1020;7126.7;pracownik obsługi rurociągu;712606;Monter rurociągów okrętowych
1021;7126.7;pracownik obsługi rurociągu;712607;Monter rurociągów przemysłowych
1022;7126.14;pracownik obsługi sieci wodociągowej;712608;Monter sieci cieplnych
1023;7126.8;hydraulik;712610;Monter sieci gazowych
1024;7126.2;monter sieci wodnych i kanalizacyjnych;712616;Monter sieci, instalacji i urządzeń sanitarnych
1025;7126.7;pracownik obsługi rurociągu;712613;Monter systemów rurociągowych
1026;7126.4;monter instalacji i urządzeń grzewczych;712614;Monter urządzeń energii odnawialnej
